#----------------------------------------------------------------------------
#
# Project      : Call To Power 2
# File type    : String text file
# Description  : Civ specific strings, e.g civ names, civ leaders,
#                city names (German)
# Id           : $Id:$
#
#----------------------------------------------------------------------------
#
# Disclaimer
#
# THIS FILE IS NOT GENERATED OR SUPPORTED BY ACTIVISION.
#
# This material has been developed at apolyton.net by the Apolyton CtP2 
# Source Code Project. Contact the authors at ctp2source@apolyton.net.
#
#----------------------------------------------------------------------------
#
# Remarks
#
# - This file contains all the civilisation related strings like civilisation
#   names, city names, emissary photos and diplomacy flags.
#   It contains nothing else.
# - The order of the strings has been synchronized in the English, French, 
#   German, Italian and Spanish version. This has not been done for the 
#   Japanese version, since that file is missing from the CTP2 source 
#   code project.
# - If you add new strings make sure that you add them at the same location
#   in every language version you have.
# - For easy comparison between the languages make sure that the number
#   of lines in each language file version is the same and that also the
#   comments are at the same place.
# - Keep also the indentation the same.
# - You may add comments after the last line of strings that are specific to 
#   one language only.
#
#----------------------------------------------------------------------------
#
# Modifications from the original Activision code:
#
# - Moved back diplomacy photo strings from add_str.txt.
# - Added a bunch of new civs.
#
#----------------------------------------------------------------------------

#### Empire/Civilisation Names ####


##### kjm 021699 - added - this goes into the investigate diplomacy screen
PERSONALITY_DESCRIPTION_BARBARIAN	"Barbarisch"
INCAN_CITY_15 "Arequipa"
INCAN_CITY_16 "Tihuanaco"
INCAN_CITY_17 "Chiripa"
INCAN_CITY_18 "Ollantaytambo"
INCAN_CITY_19 "Pikillacta"
INCAN_CITY_20 "Lauricocha"
INCAN_CITY_21 "Chavin de Huantar"
INCAN_CITY_22 "Cerro Sechin"
INCAN_CITY_23 "Chanchan"
INCAN_CITY_24 "Moche"
INCAN_CITY_25 "Huamachuchu"
INCAN_CITY_26 "Cajamara"
INCAN_CITY_27 "Lambayeque"
INCAN_CITY_28 "Pacasmayo"
INCAN_CITY_29 "Huaca Prieta"
INCAN_CITY_30 "Pampa de Paijan"
INCAN_CITY_31 "Quito"
INCAN_CITY_32 "Latacunga"
INCAN_CITY_33 "Ambato"
INCAN_CITY_34 "Quevedo"
INCAN_CITY_35 "Ingapirca"
INCAN_CITY_36 "Saraguro"
INCAN_CITY_37 "Tomebamba"
INCAN_CITY_38 "Tumbes"
INCAN_CITY_39 "Piura"
INCAN_CITY_40 "Huaylas"
INCAN_CITY_41 "Huanco"
INCAN_CITY_42 "Jauja"
INCAN_CITY_43 "Urubamba"
INCAN_CITY_44 "Ayacucho"
INCAN_CITY_45 "Pica"
INCAN_CITY_46 "Tupiza"
INCAN_CITY_47 "Tilcara"
INCAN_CITY_48 "Talca"
INCAN_CITY_49 "Pisac"
INCAN_CITY_50 "Vitcos"


MAYAN "Maya"

MAYAN_LEADERM_NAME "Hunahpu"
MAYAN_LEADERF_NAME "Xmucane"
MAYAN_COUNTRY_NAME "Mayareich"
MAYAN_SINGULAR "Maya"
MAYAN_PLURAL "Maya"

MAYAN_CITY_1 "Copan"
MAYAN_CITY_2 "Chichen Itza"
MAYAN_CITY_3 "Uxmal"
MAYAN_CITY_4 "Jaina"
MAYAN_CITY_5 "Palenque"
MAYAN_CITY_6 "Uaxactun"
MAYAN_CITY_7 "Yaxchilan"
MAYAN_CITY_8 "Tikal"
MAYAN_CITY_9 "Tonina"
MAYAN_CITY_10 "Toltec"
MAYAN_CITY_11 "Etzna"
MAYAN_CITY_12 "Kabah Labna"
MAYAN_CITY_13 "Xpuhil"
MAYAN_CITY_14 "Calakmul"
MAYAN_CITY_15 "Comalcatco"
MAYAN_CITY_16 "Tenampua"
MAYAN_CITY_17 "Yojoa"
MAYAN_CITY_18 "Yarumela"
MAYAN_CITY_19 "Zaculeu"
MAYAN_CITY_20 "Seibal"
MAYAN_CITY_21 "Dzibilchaltun"
MAYAN_CITY_22 "Quirigua"
MAYAN_CITY_23 "Lubaantun"
MAYAN_CITY_24 "Pusilha"
MAYAN_CITY_25 "Chinkultic"
MAYAN_CITY_26 "Lo De Vaca"
MAYAN_CITY_27 "Guapiles"
MAYAN_CITY_28 "Palmar"
MAYAN_CITY_29 "Sayil"
MAYAN_CITY_30 "Las Huacas"
MAYAN_CITY_31 "Izamal"
MAYAN_CITY_32 "Uaacbal"
MAYAN_CITY_33 "Yaxha"
MAYAN_CITY_34 "Tulum"
MAYAN_CITY_35 "Nohmul"
MAYAN_CITY_36 "Takalik"
MAYAN_CITY_37 "Amatitian"
MAYAN_CITY_38 "Xullun"
MAYAN_CITY_39 "Ucal"
MAYAN_CITY_40 "Oxpemul"
MAYAN_CITY_41 "Xtampak"
MAYAN_CITY_42 "Loltun"
MAYAN_CITY_43 "Yaxuna"
MAYAN_CITY_44 "Cozumel"
MAYAN_CITY_45 "Izapa"
MAYAN_CITY_46 "Chinikha"
MAYAN_CITY_47 "Uolaritun"
MAYAN_CITY_48 "Nimlipunit"
MAYAN_CITY_49 "Itzan"
MAYAN_CITY_50 "Altun Ha"


CANADIANS "Kanadier"

CANADIANS_LEADERM_NAME "Pierre Trudeau"
CANADIANS_LEADERF_NAME "Madeleine de Vercheres"
CANADIANS_COUNTRY_NAME "Kanada"
CANADIANS_SINGULAR "Kanadier"
CANADIANS_PLURAL "Kanadier"

CANADIAN_CITY_1 "Ottawa"
CANADIAN_CITY_2 "Montreal"
CANADIAN_CITY_3 "Toronto"
CANADIAN_CITY_4 "Quebec Stadt"
CANADIAN_CITY_5 "Hamilton"
CANADIAN_CITY_6 "London"
CANADIAN_CITY_7 "Moncton"
CANADIAN_CITY_8 "Sundre"
CANADIAN_CITY_9 "Thunder Bay"
CANADIAN_CITY_10 "Windsor"
CANADIAN_CITY_11 "Kitchener"
CANADIAN_CITY_12 "Charlottetown"
CANADIAN_CITY_13 "Halifax"
CANADIAN_CITY_14 "St. Johns"
CANADIAN_CITY_15 "Conception"
CANADIAN_CITY_16 "Niagara"
CANADIAN_CITY_17 "Trois-Rivieres"
CANADIAN_CITY_18 "Shawinigin"
CANADIAN_CITY_19 "Brandon"
CANADIAN_CITY_20 "St. Claude"
CANADIAN_CITY_21 "Charlesbourg"
CANADIAN_CITY_22 "Mississauga"
CANADIAN_CITY_23 "Sault Ste. Marie"
CANADIAN_CITY_24 "Sudbury"
CANADIAN_CITY_25 "Edmonton"
CANADIAN_CITY_26 "Sherbrooke"
CANADIAN_CITY_27 "Oshawa"
CANADIAN_CITY_28 "Tecumseh"
CANADIAN_CITY_29 "Sprague"
CANADIAN_CITY_30 "Molson"
CANADIAN_CITY_31 "Battleford"
CANADIAN_CITY_32 "Lethbridge"
CANADIAN_CITY_33 "Moosonee"
CANADIAN_CITY_34 "Vermilion"
CANADIAN_CITY_35 "Spruce Woods"
CANADIAN_CITY_36 "Winnipeg"
CANADIAN_CITY_37 "Prince Albert"
CANADIAN_CITY_38 "Saskatoon"
CANADIAN_CITY_39 "Red Deer"
CANADIAN_CITY_40 "Camrose"
CANADIAN_CITY_41 "Calgary"
CANADIAN_CITY_42 "Vancouver"
CANADIAN_CITY_43 "Victoria"
CANADIAN_CITY_44 "Swift Current"
CANADIAN_CITY_45 "Lloydminster"
CANADIAN_CITY_46 "Regina"
CANADIAN_CITY_47 "High Level"
CANADIAN_CITY_48 "Fort McMurray"
CANADIAN_CITY_49 "Banff"
CANADIAN_CITY_50 "Snowdrift"


NIGERIAN "Nigerianer"

NIGERIAN_LEADERM_NAME "Azikiwe"
NIGERIAN_LEADERF_NAME "Nzinga"
NIGERIAN_COUNTRY_NAME "Nigeria"
NIGERIAN_SINGULAR "Nigerianer"
NIGERIAN_PLURAL "Nigerianer"

NIGERIAN_CITY_1 "Benin"
NIGERIAN_CITY_2 "Ibadan"
NIGERIAN_CITY_3 "Makurdi"
NIGERIAN_CITY_4 "Enugu"
NIGERIAN_CITY_5 "Ogoja"
NIGERIAN_CITY_6 "Oyo"
NIGERIAN_CITY_7 "Kaduna"
NIGERIAN_CITY_8 "Zaria"
NIGERIAN_CITY_9 "Sokoto"
NIGERIAN_CITY_10 "Bauchi"
NIGERIAN_CITY_11 "Hadejia"
NIGERIAN_CITY_12 "Kano"
NIGERIAN_CITY_13 "Calabar"
NIGERIAN_CITY_14 "Dutse"
NIGERIAN_CITY_15 "Lokoja"
NIGERIAN_CITY_16 "Owerri"
NIGERIAN_CITY_17 "Minna"
NIGERIAN_CITY_18 "Oshogbo"
NIGERIAN_CITY_19 "Gombe"
NIGERIAN_CITY_20 "Jalingo"
NIGERIAN_CITY_21 "Adamawa"
NIGERIAN_CITY_22 "Ikeja"
NIGERIAN_CITY_23 "Jos"
NIGERIAN_CITY_24 "Birnin Kebbi"
NIGERIAN_CITY_25 "Ado Ekiti"
NIGERIAN_CITY_26 "Enugu"
NIGERIAN_CITY_27 "Lafia"
NIGERIAN_CITY_28 "Gusau"
NIGERIAN_CITY_29 "Akure"
NIGERIAN_CITY_30 "Yenogoa"


KOREA "Koreaner"

KOREAN_LEADERM_NAME "Yi Songgye"
KOREAN_LEADERF_NAME "Hung Hyegyong"
KOREAN_COUNTRY_NAME "Korea"
KOREAN_SINGULAR "Koreaner"
KOREAN_PLURAL "Koreaner"

KOREAN_CITY_1 "Seoul"
KOREAN_CITY_2 "Pusan"
KOREAN_CITY_3 "Taejon"
KOREAN_CITY_4 "Anyang"
KOREAN_CITY_5 "Hungnam"
KOREAN_CITY_6 "Chongju"
KOREAN_CITY_7 "Pyongyang"
KOREAN_CITY_8 "Chuncheon"
KOREAN_CITY_9 "Kaesong"
KOREAN_CITY_10 "Inchon"
KOREAN_CITY_11 "Wonsan"
KOREAN_CITY_12 "Yongin"
KOREAN_CITY_13 "Puchon"
KOREAN_CITY_14 "Taegu"
KOREAN_CITY_15 "Yongsan"
KOREAN_CITY_16 "Ulsan"
KOREAN_CITY_17 "Hwasung-gun"
KOREAN_CITY_18 "Kinhae"
KOREAN_CITY_19 "Kwangju"
KOREAN_CITY_20 "Cheju"
KOREAN_CITY_21 "Changwon"
KOREAN_CITY_22 "Pohang"
KOREAN_CITY_23 "Tungwha"
KOREAN_CITY_24 "Sunchon"
KOREAN_CITY_25 "Uijongbu"
KOREAN_CITY_26 "Chonju"
KOREAN_CITY_27 "Mokpo"
KOREAN_CITY_28 "Suwon"
KOREAN_CITY_29 "Shihung"
KOREAN_CITY_30 "Sogwipo"


BRAZILIAN "Brasilianer"

BRAZILIAN_LEADERM_NAME "Manuel Deodoro da Fonseca"
BRAZILIAN_LEADERF_NAME "Marqueza de Santos"
BRAZILIAN_COUNTRY_NAME "Brasilien"
BRAZILIAN_SINGULAR "Brasilianer"
BRAZILIAN_PLURAL "Brasilianer"

BRAZILIAN_CITY_1 "Brasilia"
BRAZILIAN_CITY_2 "Rio De Janeiro"
BRAZILIAN_CITY_3 "Santos"
BRAZILIAN_CITY_4 "Porto Alegre"
BRAZILIAN_CITY_5 "Recife"
BRAZILIAN_CITY_6 "Laguna"
BRAZILIAN_CITY_7 "Caceres"
BRAZILIAN_CITY_8 "Guaiba"
BRAZILIAN_CITY_9 "Gramado"
BRAZILIAN_CITY_10 "Vitoria"
BRAZILIAN_CITY_11 "Sao Carlos"
BRAZILIAN_CITY_12 "Fortaleza"
BRAZILIAN_CITY_13 "Sao Luis"
BRAZILIAN_CITY_14 "Belo Horizonte"
BRAZILIAN_CITY_15 "Monte Verde"
BRAZILIAN_CITY_16 "Manaus"
BRAZILIAN_CITY_17 "Cotia"
BRAZILIAN_CITY_18 "Passo Fundo"
BRAZILIAN_CITY_19 "Macapa"
BRAZILIAN_CITY_20 "Itaitaia"
BRAZILIAN_CITY_21 "Joao Pessoa"
BRAZILIAN_CITY_22 "Osasco"
BRAZILIAN_CITY_23 "Bauru"
BRAZILIAN_CITY_24 "Saubara"
BRAZILIAN_CITY_25 "Rio Grande"
BRAZILIAN_CITY_26 "Pelotas"
BRAZILIAN_CITY_27 "Riodo Sul"
BRAZILIAN_CITY_28 "Ouro Preto"
BRAZILIAN_CITY_29 "Aracaju"
BRAZILIAN_CITY_30 "Sorocaba"
BRAZILIAN_CITY_31 "Campo Grande"
BRAZILIAN_CITY_32 "Goiania"
BRAZILIAN_CITY_33 "Ilheus"
BRAZILIAN_CITY_34 "Nanuque"
BRAZILIAN_CITY_35 "Sorocaba"
BRAZILIAN_CITY_36 "Uberlandia"
BRAZILIAN_CITY_37 "Campos"
BRAZILIAN_CITY_38 "Araxa"
BRAZILIAN_CITY_39 "Uberaba"
BRAZILIAN_CITY_40 "Maceio"
BRAZILIAN_CITY_41 "Cascavel"
BRAZILIAN_CITY_42 "Ponta Grossa"
BRAZILIAN_CITY_43 "Maringa"
BRAZILIAN_CITY_44 "Londrina"
BRAZILIAN_CITY_45 "Ibia"
BRAZILIAN_CITY_46 "Sete Lagoas"
BRAZILIAN_CITY_47 "Mossoro"
BRAZILIAN_CITY_48 "Rio Tinto"
BRAZILIAN_CITY_49 "Bage"
BRAZILIAN_CITY_50 "Erexim"


AUSTRALIA "Australier"

AUSTRALIAN_LEADERM_NAME "Gough Whitlam"
AUSTRALIAN_LEADERF_NAME "Carmen Lawrence"
AUSTRALIAN_COUNTRY_NAME "Australien"
AUSTRALIAN_SINGULAR "Australier"
AUSTRALIAN_PLURAL "Australier"

AUSTRALIAN_CITY_1 "Canberra"
AUSTRALIAN_CITY_2 "Melbourne"
AUSTRALIAN_CITY_3 "Sydney"
AUSTRALIAN_CITY_4 "Brisbane"
AUSTRALIAN_CITY_5 "Newcastle"
AUSTRALIAN_CITY_6 "Botany Bay"
AUSTRALIAN_CITY_7 "Darwin"
AUSTRALIAN_CITY_8 "Perth"
AUSTRALIAN_CITY_9 "Hobart"
AUSTRALIAN_CITY_10 "Alice Springs"
AUSTRALIAN_CITY_11 "Longreach"
AUSTRALIAN_CITY_12 "Katherine"
AUSTRALIAN_CITY_13 "Adelaide"
AUSTRALIAN_CITY_14 "Ayr"
AUSTRALIAN_CITY_15 "Bega"
AUSTRALIAN_CITY_16 "Mount Isa"
AUSTRALIAN_CITY_17 "Cairns"
AUSTRALIAN_CITY_18 "Ultima"
AUSTRALIAN_CITY_19 "Coolangatta"
AUSTRALIAN_CITY_20 "Port Lincoln"
AUSTRALIAN_CITY_21 "Exmouth"
AUSTRALIAN_CITY_22 "Emu Plains"
AUSTRALIAN_CITY_23 "Tamworth"
AUSTRALIAN_CITY_24 "Woongoolba"
AUSTRALIAN_CITY_25 "Yarra"
AUSTRALIAN_CITY_26 "Hawkesbury"
AUSTRALIAN_CITY_27 "Lara"
AUSTRALIAN_CITY_28 "Wangaratta"
AUSTRALIAN_CITY_29 "Port Hedland"
AUSTRALIAN_CITY_30 "Redland"
AUSTRALIAN_CITY_31 "Auckland"
AUSTRALIAN_CITY_32 "Wellington"
AUSTRALIAN_CITY_33 "Christchurch"
AUSTRALIAN_CITY_34 "Dunedin"
AUSTRALIAN_CITY_35 "Carnarvon"
AUSTRALIAN_CITY_36 "Dampier"
AUSTRALIAN_CITY_37 "Rockhampton"
AUSTRALIAN_CITY_38 "Broken Hill"
AUSTRALIAN_CITY_39 "Townsville"
AUSTRALIAN_CITY_40 "Broome"
AUSTRALIAN_CITY_41 "Kupang"
AUSTRALIAN_CITY_42 "Dili"
AUSTRALIAN_CITY_43 "Daru"
AUSTRALIAN_CITY_44 "Merauke"
AUSTRALIAN_CITY_45 "Neumea"
AUSTRALIAN_CITY_46 "Rabaul"
AUSTRALIAN_CITY_47 "Birdsville"
AUSTRALIAN_CITY_48 "Suva"
AUSTRALIAN_CITY_49 "Jayapura"
AUSTRALIAN_CITY_50 "Derby"


MEXICAN "Mexikaner"

MEXICAN_LEADERM_NAME "San Antonio"
MEXICAN_LEADERF_NAME "Juana Inés de la Cruz"
MEXICAN_COUNTRY_NAME "Mexiko"
MEXICAN_SINGULAR "Mexikaner"
MEXICAN_PLURAL "Mexikaner"

MEXICAN_CITY_1 "Mexiko Stadt"
MEXICAN_CITY_2 "Gudalajara"
MEXICAN_CITY_3 "Veracruz"
MEXICAN_CITY_4 "Tampico"
MEXICAN_CITY_5 "Oaxaca"
MEXICAN_CITY_6 "Monterrey"
MEXICAN_CITY_7 "Tiajuna"
MEXICAN_CITY_8 "Juarez"
MEXICAN_CITY_9 "Chihuahua"
MEXICAN_CITY_10 "Cabo San Lucas"
MEXICAN_CITY_11 "Ixtapa"
MEXICAN_CITY_12 "Hermosillo"
MEXICAN_CITY_13 "Cancun"
MEXICAN_CITY_14 "Tecate"
MEXICAN_CITY_15 "Nogales"
MEXICAN_CITY_16 "Mazatlan"
MEXICAN_CITY_17 "Nuevo Laredo"
MEXICAN_CITY_18 "Zacatlan"
MEXICAN_CITY_19 "Todos Santos"
MEXICAN_CITY_20 "Villahermosa"
MEXICAN_CITY_21 "Acapulco"
MEXICAN_CITY_22 "Rosarito"
MEXICAN_CITY_23 "Navajoa"
MEXICAN_CITY_24 "Isla Mujeres"
MEXICAN_CITY_25 "Akumal"
MEXICAN_CITY_26 "Chapala"
MEXICAN_CITY_27 "Queretaro"
MEXICAN_CITY_28 "Santa Catarina"
MEXICAN_CITY_29 "Guadalupe"
MEXICAN_CITY_30 "Zacatecas"
MEXICAN_CITY_31 "Merida"
MEXICAN_CITY_32 "Matamoros"
MEXICAN_CITY_33 "Puebla"
MEXICAN_CITY_34 "San Luis Potosi"
MEXICAN_CITY_35 "Parras"
MEXICAN_CITY_36 "Toreon"
MEXICAN_CITY_37 "Delicias"
MEXICAN_CITY_38 "Ciudad Juarez"
MEXICAN_CITY_39 "Guaymas"
MEXICAN_CITY_40 "La Paz"
MEXICAN_CITY_41 "Mexicali"
MEXICAN_CITY_42 "Empalme"
MEXICAN_CITY_43 "Tepic"
MEXICAN_CITY_44 "Rioverde"
MEXICAN_CITY_45 "Cardenas"
MEXICAN_CITY_46 "Poza Rica"
MEXICAN_CITY_47 "Los Reyes"
MEXICAN_CITY_48 "Sahuayo"
MEXICAN_CITY_49 "Fresnillo"
MEXICAN_CITY_50 "Saltillo"


ETHIOPIAN "Äthiopier"

ETHIOPIAN_LEADERM_NAME "Meles Zenawi"
ETHIOPIAN_LEADERF_NAME "Zauditu"
ETHIOPIAN_COUNTRY_NAME "Äthiopien"
ETHIOPIAN_SINGULAR "Äthiopier"
ETHIOPIAN_PLURAL "Äthiopier"

ETHIOPIAN_CITY_1 "Adis Abeba"
ETHIOPIAN_CITY_2 "Tana"
ETHIOPIAN_CITY_3 "Makale"
ETHIOPIAN_CITY_4 "Aksum"
ETHIOPIAN_CITY_5 "Massaua"
ETHIOPIAN_CITY_6 "Bako"
ETHIOPIAN_CITY_7 "Dolo"
ETHIOPIAN_CITY_8 "Maji"
ETHIOPIAN_CITY_9 "Harar"
ETHIOPIAN_CITY_10 "Geledi"
ETHIOPIAN_CITY_11 "Diredawa"
ETHIOPIAN_CITY_12 "Warrandab"
ETHIOPIAN_CITY_13 "Gore"
ETHIOPIAN_CITY_14 "Arba Minch"
ETHIOPIAN_CITY_15 "Asmera"
ETHIOPIAN_CITY_16 "Mek'ele"
ETHIOPIAN_CITY_17 "Jima"
ETHIOPIAN_CITY_18 "Bonga"
ETHIOPIAN_CITY_19 "Gonder"
ETHIOPIAN_CITY_20 "Sidamo"
ETHIOPIAN_CITY_21 "Harerge"
ETHIOPIAN_CITY_22 "Gamo Gofa"
ETHIOPIAN_CITY_23 "Bale"
ETHIOPIAN_CITY_24 "Gojam"
ETHIOPIAN_CITY_25 "Tigray"
ETHIOPIAN_CITY_26 "Welo"
ETHIOPIAN_CITY_27 "Welega"
ETHIOPIAN_CITY_28 "Kefa"
ETHIOPIAN_CITY_29 "Shewa"
ETHIOPIAN_CITY_30 "Arsi"
ETHIOPIAN_CITY_31 "Nagale"
ETHIOPIAN_CITY_32 "Dila"
ETHIOPIAN_CITY_33 "Mendi"
ETHIOPIAN_CITY_34 "Bati"
ETHIOPIAN_CITY_35 "Dembi Dolo"
ETHIOPIAN_CITY_36 "Samre"
ETHIOPIAN_CITY_37 "Dese"
ETHIOPIAN_CITY_38 "Dire"
ETHIOPIAN_CITY_39 "Jijiga"
ETHIOPIAN_CITY_40 "Dimtu"
ETHIOPIAN_CITY_41 "Oda"
ETHIOPIAN_CITY_42 "Were Ilu"
ETHIOPIAN_CITY_43 "Bete Hor"
ETHIOPIAN_CITY_44 "Debark"
ETHIOPIAN_CITY_45 "Tognuf"
ETHIOPIAN_CITY_46 "Elgena"
ETHIOPIAN_CITY_47 "Saatta"
ETHIOPIAN_CITY_48 "Afodo"
ETHIOPIAN_CITY_49 "Goha"
ETHIOPIAN_CITY_50 "Begi"


MONGOL "Mongolen"

MONGOL_LEADERM_NAME "Dschingis Khan"
MONGOL_LEADERF_NAME "Bortei"
MONGOL_COUNTRY_NAME "Mongolei"
MONGOL_SINGULAR "Mongolen"
MONGOL_PLURAL "Mongolen"

MONGOL_CITY_1 "Karakorum"
MONGOL_CITY_2 "Samarkand"
MONGOL_CITY_3 "Bokhara"
MONGOL_CITY_4 "Nishapur"
MONGOL_CITY_5 "Kashgar"
MONGOL_CITY_6 "Tabriz"
MONGOL_CITY_7 "Ulan Bator"
MONGOL_CITY_8 "Kabul"
MONGOL_CITY_9 "Ormuz"
MONGOL_CITY_10 "Basra"
MONGOL_CITY_11 "Khanbalyk"
MONGOL_CITY_12 "Khorasan"
MONGOL_CITY_13 "Shangtu"
MONGOL_CITY_14 "Kazan"
MONGOL_CITY_15 "Aleppo"
MONGOL_CITY_16 "Gushun Usu"
MONGOL_CITY_17 "Agaratu"
MONGOL_CITY_18 "Tamsog"
MONGOL_CITY_19 "Biger"
MONGOL_CITY_20 "Jibhalanta"
MONGOL_CITY_21 "Numurge"
MONGOL_CITY_22 "Muren"
MONGOL_CITY_23 "Darbi"
MONGOL_CITY_24 "Kerulen"
MONGOL_CITY_25 "Lung"
MONGOL_CITY_26 "Tamchi"
MONGOL_CITY_27 "Noyon"
MONGOL_CITY_28 "Obotuin"
MONGOL_CITY_29 "Ikhe Ude"
MONGOL_CITY_30 "Chikurting"
MONGOL_CITY_31 "Bayanhongor"
MONGOL_CITY_32 "Ulaan-Uul"
MONGOL_CITY_33 "Arvayhee"
MONGOL_CITY_34 "Ulaangom"
MONGOL_CITY_35 "Olgiy"
MONGOL_CITY_36 "Dzuunmod"
MONGOL_CITY_37 "Hodrogo"
MONGOL_CITY_38 "Erenhot"
MONGOL_CITY_39 "Eg"
MONGOL_CITY_40 "Bulag"
MONGOL_CITY_41 "Hatgal"
MONGOL_CITY_42 "Altraga"
MONGOL_CITY_43 "Bugat"
MONGOL_CITY_44 "Togrog"
MONGOL_CITY_45 "Rashaant"
MONGOL_CITY_46 "Talshand"
MONGOL_CITY_47 "Bayanteeg"
MONGOL_CITY_48 "Onjuul"
MONGOL_CITY_49 "Avraga"
MONGOL_CITY_50 "Ogoomor"


NICARAGUAN "Nicaraguaner"

NICARAGUAN_LEADERM_NAME "Montezuma II."
NICARAGUAN_LEADERF_NAME "Azzalleh"
NICARAGUAN_COUNTRY_NAME "Nicaragua"
NICARAGUAN_SINGULAR "Nicaraguaner"
NICARAGUAN_PLURAL "Nicaraguaner"

NICARAGUAN_CITY_1 "Managua"
NICARAGUAN_CITY_2 "San Carlos"
NICARAGUAN_CITY_3 "Nueva Guinea"
NICARAGUAN_CITY_4 "Juigalpa"
NICARAGUAN_CITY_5 "Matagalpa"
NICARAGUAN_CITY_6 "La Rosita"
NICARAGUAN_CITY_7 "Rio Blanco"
NICARAGUAN_CITY_8 "Bonanza"
NICARAGUAN_CITY_9 "La Cruz"
NICARAGUAN_CITY_10 "Prinzapolka"
NICARAGUAN_CITY_11 "San Juan del Sur"
NICARAGUAN_CITY_12 "San Juan del Norte"
NICARAGUAN_CITY_13 "Rivas"
NICARAGUAN_CITY_14 "Ocotal"
NICARAGUAN_CITY_15 "Siuna"
NICARAGUAN_CITY_16 "Condega"
NICARAGUAN_CITY_17 "Chinandega"
NICARAGUAN_CITY_18 "Leimus"
NICARAGUAN_CITY_19 "Bocay"
NICARAGUAN_CITY_20 "Potosi"
NICARAGUAN_CITY_21 "Puerto Cabezas"
NICARAGUAN_CITY_22 "Rama"
NICARAGUAN_CITY_23 "Kukalaya"
NICARAGUAN_CITY_24 "Masaya"
NICARAGUAN_CITY_25 "Jinotega"
NICARAGUAN_CITY_26 "Waspam"
NICARAGUAN_CITY_27 "Leimus"
NICARAGUAN_CITY_28 "Teotecacinte"
NICARAGUAN_CITY_29 "Wiwill"
NICARAGUAN_CITY_30 "Granada"


AZTEC "Azteken"

AZTEC_LEADERM_NAME "Montezuma I"
AZTEC_LEADERF_NAME "Nazca"
AZTEC_COUNTRY_NAME "Aztekenreich"
AZTEC_SINGULAR "Azteke"
AZTEC_PLURAL "Azteken"

AZTEC_CITY_1 "Tenochtitlan"
AZTEC_CITY_2 "Tlacopan"
AZTEC_CITY_3 "Texcoco"
AZTEC_CITY_4 "Xoloc"
AZTEC_CITY_5 "Tula"
AZTEC_CITY_6 "Huiztlan"
AZTEC_CITY_7 "Mitla"
AZTEC_CITY_8 "Tizayucan"
AZTEC_CITY_9 "Citlaltepec"
AZTEC_CITY_10 "Coyotepec"
AZTEC_CITY_11 "Cuautitlan"
AZTEC_CITY_12 "Xochimilco"
AZTEC_CITY_13 "Tezompa"
AZTEC_CITY_14 "Xico"
AZTEC_CITY_15 "Chalco"
AZTEC_CITY_16 "Chimalpan"
AZTEC_CITY_17 "Ixtapalucan"
AZTEC_CITY_18 "Atlapulco"
AZTEC_CITY_19 "Culhuacan"
AZTEC_CITY_20 "Xaloztoc"
AZTEC_CITY_21 "Tepeyacac"
AZTEC_CITY_22 "Tenayuacan"
AZTEC_CITY_23 "Azcapotzalco"
AZTEC_CITY_24 "Chapultepec"
AZTEC_CITY_25 "Ecatepe"
AZTEC_CITY_26 "Chiconautla"
AZTEC_CITY_27 "Tiayo"
AZTEC_CITY_28 "Tamiun"
AZTEC_CITY_29 "Tollantzinco"
AZTEC_CITY_30 "Zimapan"
AZTEC_CITY_31 "Atlacomulco"
AZTEC_CITY_32 "Malinalco"
AZTEC_CITY_33 "Teloloapan"
AZTEC_CITY_34 "Tetela"
AZTEC_CITY_35 "Nochcoc"
AZTEC_CITY_36 "Zacatula"
AZTEC_CITY_37 "Zaachila"
AZTEC_CITY_38 "Yanhuitlan"
AZTEC_CITY_39 "Quetzaltepec"
AZTEC_CITY_40 "Mixtlan"
AZTEC_CITY_41 "Orizaba"
AZTEC_CITY_42 "Jalapa"
AZTEC_CITY_43 "Ixhuacan"
AZTEC_CITY_44 "Cempoala"
AZTEC_CITY_45 "Tlaxcala"
AZTEC_CITY_46 "Xocotla"
AZTEC_CITY_47 "Cholula"
AZTEC_CITY_48 "Ixtayultan"
AZTEC_CITY_49 "Tututepec"
AZTEC_CITY_50 "Otumba"


NUBIAN "Nubia"

NUBIAN_LEADERM_NAME "Piankhi"
NUBIAN_LEADERF_NAME "Piankhi"
NUBIAN_COUNTRY_NAME "Nubien"
NUBIAN_SINGULAR "Nubier"
NUBIAN_PLURAL "Nubier"

NUBIAN_CITY_1 "Dongola"
NUBIAN_CITY_2 "Soba" 
NUBIAN_CITY_3 "Misratah"
NUBIAN_CITY_4 "Selima"
NUBIAN_CITY_5 "Illizi"
NUBIAN_CITY_6 "Tarabulus"
NUBIAN_CITY_7 "Skikda"
NUBIAN_CITY_8 "Shendi"
NUBIAN_CITY_9 "Gharyan"
NUBIAN_CITY_10 "Zaltan"
NUBIAN_CITY_11 "Sanam"
NUBIAN_CITY_12 "Kurgus"
NUBIAN_CITY_13 "el-Kurru"
NUBIAN_CITY_14 "Kawa"
NUBIAN_CITY_15 "Kumma"
NUBIAN_CITY_16 "Firka"
NUBIAN_CITY_17 "Nauri"
