# Control Panel
TOOLTIP_DIPMAN_ADVICE_RECOMMEND_DISPLAY		"Suggerimento del consigliere"
STATUSBAR_DIPMAN_ADVICE_LEADERPIC_DISPLAY	"Questo è il capo {player[1].civ_name_plural#PREPOSITION}."
TOOLTIP_DIPMAN_ADVICE_LEADERPIC_DISPLAY		"Capo {player[1].civ_name_plural#PREPOSITION}"

#	History Window
STATUSBAR_DIPMAN_HIST_RECVHIST_BUTTON	"Clicca qui per vedere un elenco di tutte le proposte che hai ricevuto."
TOOLTIP_DIPMAN_HIST_RECVHIST_BUTTON	"Proposte che hai ricevuto"
STATUSBAR_DIPMAN_HIST_SHOWTEXT_BUTTON	"Il testo dell'accordo."
TOOLTIP_DIPMAN_HIST_SHOWTEXT_BUTTON	"Dettagli delle proposte"
STATUSBAR_DIPMAN_SENDHIST_BUTTON	"Clicca qui per vedere un elenco di tutte le proposte che hai inviato."
TOOLTIP_DIPMAN_SENDHIST_BUTTON		"Proposte che hai inviato"

# The Great Big Stinkin' Library
STATUSBAR_GL_BACK_BUTTON		"Clicca qui per tornare al progresso precedente."
TOOLTIP_GL_BACK_BUTTON			"Indietro"
STATUSBAR_GL_FORWARD_BUTTON		"Clicca qui per passare al progresso seguente."
TOOLTIP_GL_FORWARD_BUTTON		"Avanti"
STATUSBAR_GL_SHOWADV_BUTTON		"Clicca qui per vedere l'elenco dei progressi."
TOOLTIP_GL_SHOWADV_BUTTON		"Progressi"
STATUSBAR_GL_SHOWUNITS_BUTTON		"Clicca qui per vedere l'elenco delle unità."
TOOLTIP_GL_SHOWUNITS_BUTTON		"Unità"
STATUSBAR_GL_SHOWCITYIMP_BUTTON	"Clicca qui per vedere l'elenco dei miglioramenti per le città."
TOOLTIP_GL_SHOWCITYIMP_BUTTON		"Miglioramenti"
STATUSBAR_GL_SHOWWONDERS_BUTTON	"Clicca qui per vedere l'elenco delle meraviglie."
TOOLTIP_GL_SHOWWONDERS_BUTTON		"Meraviglie"
STATUSBAR_GL_SHOWTERRAIN_BUTTON	"Clicca qui per vedere l'elenco delle caselle."
TOOLTIP_GL_SHOWTERRAIN_BUTTON		"Terreni"
STATUSBAR_GL_SHOWGOODS_BUTTON		"Clicca qui per vedere l'elenco dei terreni."
TOOLTIP_GL_SHOWGOODS_BUTTON		"Merci"
STATUSBAR_GL_SHOWTILEIMP_BUTTON	"Clicca qui per vedere l'elenco dei miglioramenti per le caselle."
TOOLTIP_GL_SHOWTILEIMP_BUTTON		"Miglioramenti per le caselle"
STATUSBAR_GL_SHOWGOVS_BUTTON		"Clicca qui per vedere l'elenco dei governi."
TOOLTIP_GL_SHOWGOVS_BUTTON		"Governi"
STATUSBAR_GL_SHOWSPECIAL_BUTTON	"Clicca qui per vedere l'elenco degli ordini."
TOOLTIP_GL_SHOWSPECIAL_BUTTON		"Ordini"
STATUSBAR_GL_SHOWCONCEPTS_BUTTON	"Clicca qui per vedere l'elenco dei concetti."
TOOLTIP_GL_SHOWCONCEPTS_BUTTON	"Concetti"
STATUSBAR_GL_ENTERSEARCH_BUTTON	"Se vuoi cercare un nome specifico, scrivi una parola chiave nello spazio a destra."
TOOLTIP_GL_ENTERSEARCH_BUTTON		"Parola da cercare"
STATUSBAR_GL_SEARCHTEXT_BOX_DISPLAY	"Scrivi le parole chiave per cercare argomenti specifici."
TOOLTIP_GL_SEARCHTEXT_BOX_DISPLAY	"Parola da cercare"
STATUSBAR_GL_STATSBOX_DISPLAY		"Questo è un elenco di statistiche relative a quel particolare oggetto."
TOOLTIP_GL_STATSBOX_DISPLAY		"Statistiche"
STATUSBAR_GL_GAMEPLAY_TAB_BUTTON	"Scegli un oggetto e clicca qui per vedere che impatto ha sul gioco."
TOOLTIP_GL_GAMEPLAY_TAB_BUTTON	"Impatto sul gioco"
STATUSBAR_GL_HISTORY_TAB_BUTTON	"Clicca qui per leggere una breve storia dell'oggetto."
TOOLTIP_GL_HISTORY_TAB_BUTTON		"Contesto storico"
STATUSBAR_GL_TECHTREE_TAB_BUTTON	"Clicca qui per vedere l'albero delle tecnologie."
TOOLTIP_TECHTREE_TAB_BUTTON		"Albero delle tecnologie"
STATUSBAR_GL_CLOSE_BUTTON		"Clicca qui per lasciare la Grande Biblioteca e tornare alla tua civiltà."
TOOLTIP_GL_CLOSE_BUTTON			"Lascia la Grande Biblioteca"

# Ranking Screen
STATUSBAR_RANKSCRN_YEARTURN_TOGGLE_BUTTON		"Clicca qui per scegliere fra anno e turno."
TOOLTIP_RANKSCRN_YEARTURN_TOGGLE_BUTTON     "Anno/turno"
STATUSBAR_RANKSCRN_SELECT_MEASURE_DISPLAY		"Seleziona da questo menu un criterio per confrontare la tua civiltà con le altre."
TOOLTIP_RANKSCRN_SELECT_MEASURE_DISPLAY		"Scegli un criterio"
STATUSBAR_RANKSCRN_CLOSE_BUTTON			"Clicca qui per lasciare la schermata delle classifiche e tornare alla tua civiltà."
TOOLTIP_RANKSCRN_CLOSE_BUTTON				"Esce"

###Moved from Add_str
TOOLTIP_DIPMAN_INTEL_TRUST_HOTWAR_BUTTON		"Nessuna fiducia"
TOOLTIP_DIPMAN_INTEL_TRUST_COLDWAR_BUTTON		"Sospetto"
TOOLTIP_DIPMAN_INTEL_TRUST_NEUTRAL_BUTTON		"Neutralità"
TOOLTIP_DIPMAN_INTEL_TRUST_FRIEND_BUTTON		"Fiducia"
TOOLTIP_DIPMAN_INTEL_TRUST_ALLIED_BUTTON		"Grande fiducia"

TOOLTIP_DIPMAN_INTEL_REG_HOTWAR_BUTTON	"Rapporti pessimi"
TOOLTIP_DIPMAN_INTEL_REG_COLDWAR_BUTTON	"Rapporti scadenti"
TOOLTIP_DIPMAN_INTEL_REG_NEUTRAL_BUTTON	"Rapporti normali"
TOOLTIP_DIPMAN_INTEL_REG_FRIEND_BUTTON	"Rapporti buoni"
TOOLTIP_DIPMAN_INTEL_REG_ALLIED_BUTTON	"Rapporti ottimi"
