# - Added strings for political map(Empty for all but English) - 6-Jul-2009 EPW
# - Added new strings for redesigned empire manager. - 22-Jul-2009 Maq
# -Added strings for view capital buttons - 4-Jan-EPW
# -Added string for relationships 7-Jan-EPW

##以下はハード コード ストリングです｡99/03/09
str_ldl_Already_Offer	"もう既に提案は聞いているぞ｡それとも新しい提案かな？"
str_ldl_Obj_Editor	"オブジェクト エディター"
str_ldl_Pay	"支払い"
str_ldl_Player_3_Caesar	"プレイヤー3 - シーザー"
str_ldl_Please_choose_connection	"マルチプレイヤー ゲームのために､他のプライヤーとの接続方法を選択してください｡"
str_ldl_PLUS	"-"
str_ldl_PLUS_10_PERCENT_Food	"食料+10%"
str_ldl_PLUS_10_PERCENT_Gold	"ゴールド+10%"
str_ldl_PLUS_10_PERCENT_Production	"生産力+10%"
str_ldl_PLUS_10_PERCENT_Public_Works	"公共労働力+10%"
str_ldl_PLUS_10_PERCENT_Science	"科学+10%"
str_ldl_PLUS_20_PERCENT_Food	"食料+20%"
str_ldl_PLUS_20_PERCENT_Gold	"ゴールド+20%"
str_ldl_PLUS_20_PERCENT_Production	"生産力+20%"
str_ldl_PLUS_20_PERCENT_Public_Works	"公共労働力+20%"
str_ldl_PLUS_20_PERCENT_Science	"科学+20%"
str_ldl_Points_Rec	"記録ポイント"
str_ldl_Points_Remaining	"残りのポイント数"
str_ldl_Points_Used	"使用ポイント数"
str_ldl_Radio_Group	"ラジオ グループ"
str_ldl_Materials_	"資材 "
str_ldl_Load_Preferences	"初期設定のロード"
str_ldl_Pollute	"汚染物質を垂れ流す"
str_ldl_LABOR	"労働"
str_ldl_Protective	"保護的な"
str_ldl_Reset	"リセット"
str_ldl_RECEIVE	"受け取る"
str_ldl_Return	"戻す"
str_ldl_Returns_X_Trade	"X貿易を戻す"
str_ldl_Riot_Chance	"暴動の危険率"
str_ldl_Roman_Empire	"ローマ帝国"
str_ldl_s	"s"
str_ldl_Sad	"悲しい"
str_ldl_Save_as_InstaStart	"クイック スタートとしてセーブ"
str_ldl_Search	"検索"
str_ldl_Select	"選択"
str_ldl_SF	"SF"
str_ldl_STRING_UI_TEST	"STRING_UI_TEST"
str_ldl_Strongly_Modal	"非常に形式的な"
str_ldl_Simple_Combat	"単純な戦闘"
str_ldl_Text_at_run_time	"テキストは実行時に設定されます｡"
str_ldl_Text_Desc	"テキストの説明"
str_ldl_Roman	"ローマ"
str_ldl_ROMANS	"ローマ"
str_ldl_Send_To	"送り先"
str_ldl_Send_Unit_to_City_COLON	"ユニットの行き先:"
str_ldl_Treaty_Alliance	"同盟条約"
str_ldl_Treaty_Capture_City	"都市占領の条約"
str_ldl_Treaty_Cease_Fire	"平和条約の締結"
str_ldl_Treaty_EcoPact	"汚染防止協定"
str_ldl_Submit	"送信"
str_ldl_TEN_HYPHENS	"-----------"
str_ldl_Time_	"時間 "
str_ldl_TITLE	"タイトル"
str_ldl_this_text_at_run_time	"このテキストは実行時に設定されます｡"
str_ldl_TO_CAPITAL	"首都へ"
str_ldl_Teleport	"テレポート"
str_ldl_Traders_XY	"貿易国X/Y"
str_ldl_Turn_PERCENTd	"ターン%d"
str_ldl_Rustle	"盗む"
str_ldl_Style	"スタイル"
str_ldl_ug029_tga	"ug029.tga"
str_ldl_Type_Player_Info	"他のプレイヤーに知らせたい自分の情報をここに入力してください｡警告: この情報はオンラインで他のプレイヤーに知らされます！ この情報を公開して問題がないか､もう1度確認してください｡"
str_ldl_Unhappiness_Effect	"幸福度を下げる効果"
str_ldl_Unhappy	"不幸"
str_ldl_UNIT_HAPPINESS_EFFECTS	"幸福度に対するユニットの影響"
str_ldl_Start_End_Ages	"スタート時/終了時の時代"
str_ldl_Sorry_the_tribe_you_selected_is_already_taken	"すみません｡選択した文明はすでに選択されています｡"
str_ldl_Unit_Lost_Warning	"ユニットの損失の警告"
str_ldl_UV	"UV"
str_ldl_V	"V"
str_ldl_Weakly_Modal	"多少形式的な"
str_ldl_Which_city	"どの都市を要求しますか？"
str_ldl_You_have_launched_the_Game	"ゲームを既に起動しました｡"
str_ldl_Youve_been_denied	"拒否されました｡"
str_ldl_Youve_either_won_or_lost	"既に勝ったか､あるいは負けています！"
str_tbl_ldl_0	""
str_tbl_ldl_9	"9"
str_tbl_ldl_10	"10"
str_ldl_Warning	"警告！"
str_ldl_UNITS_TO_TRANSPORT	"輸送するユニット"
str_ldl_UNITS_IN_CITY	"都市のユニット"
str_ldl_Wonder_Movies	"七不思議のムービー"
str_tbl_ldl_1024x768	"1024x768"
str_tbl_ldl_12	"12"
str_tbl_ldl_1280x1024	"1280x1024"
str_tbl_ldl_1600x1200	"1600x1200"
str_tbl_ldl_640x480	"640x480"
str_tbl_ldl_800x600	"800x600"
str_tbl_ldl_A	"A"
str_tbl_ldl_Ability	"能力"
str_tbl_ldl_AD	"AD"
str_tbl_ldl_arialbd_ttf	"msgothic.ttc"
str_tbl_ldl_arialnb_ttf	"msgothic.ttc"
str_tbl_ldl_B	"B"
str_tbl_ldl_BC	"紀元前"
str_tbl_ldl_C	"C"
str_tbl_ldl_AssaultButton	"[攻撃]ボタン"
str_tbl_ldl_BombardButton	"[砲爆撃]ボタン"
str_tbl_ldl_BombCabinetButton	"[爆発処理室]ボタン"
str_tbl_ldl_AdvertiseButton	"[広告宣伝]ボタン"
str_tbl_ldl_AidUprisingButton	"[暴動支援]ボタン"
str_tbl_ldl_Are_you_sure	"本当に実行して構いませんか？"
str_tbl_ldl_CaptureSlavesButton	"[奴隷狩り]ボタン"
str_tbl_ldl_Cecilias_Blade_Runner	"セシリアのブレード ランナー"
str_tbl_ldl_Center_Map_on_UnitCity	"マップのセンタリング"
str_tbl_ldl_ConductHitButton	"[暗殺実行]ボタン"
str_tbl_ldl_ConvertCityButton	"[都市改宗]ボタン"
str_tbl_ldl_Clear_Mines	"鉱山の清浄化"
str_tbl_ldl_CreateParkButton	"[公園の設置]ボタン"
str_tbl_ldl_CreateRiftButton	"[渓谷の作成]ボタン"
str_tbl_ldl_BranchButton	"[支店]ボタン"
str_tbl_ldl_D	"D"
str_tbl_ldl_CargoButton	"[貨物]ボタン"
str_tbl_ldl_CloakButton	"[スパイ]ボタン"
str_tbl_ldl_DefuseButton	"[信管の取り外し]ボタン"
str_tbl_ldl_DEMAND_CITY	"都市の要求"
str_tbl_ldl_DescendButton	"[解散]ボタン"
str_tbl_ldl_Detrench	"要塞の撤去"
str_tbl_ldl_E	"E"
str_tbl_ldl_EstablishEmbassyButton	"[大使館設立]ボタン"
str_tbl_ldl_ExpelButton	"[強制送還]ボタン"
str_tbl_ldl_F	"F"
str_tbl_ldl_EXCHANGE_CITY	"都市の交換"
str_tbl_ldl_FileInjunctionButton	"[提訴]ボタン"
str_tbl_ldl_FIVE_HYPHENS	"-----"
str_tbl_ldl_Flat_World	"平らな世界"
str_tbl_ldl_GoToButton	"[行き先]ボタン"
str_tbl_ldl_FortifyButton	"[要塞化]ボタン"
str_tbl_ldl_FreeSlaveButton	"[奴隷解放]ボタン"
str_tbl_ldl_G	"G"
str_tbl_ldl_Great_Library_Biowarfare_Filter	"百科事典 - 細菌戦争のフィルター"
str_tbl_ldl_Great_Library_Cathedral	"百科事典 - 大聖堂"
str_tbl_ldl_Great_Library_Cleric	"百科事典 - 聖職者"
str_tbl_ldl_Great_Library_Consumer_Electronics	"百科事典 - 家電"
str_tbl_ldl_Great_Library_Corporate_Branch	"百科事典 - 企業の支店"
str_tbl_ldl_Great_Library_Eco_Terrorist	"百科事典 - エコ テロリスト"
str_tbl_ldl_Great_Library_Ecotopia	"百科事典 - エコトピア"
str_tbl_ldl_Great_Library_Genetics	"百科事典 - 遺伝子"
str_tbl_ldl_Great_Library_Global_Defense_Initiative	"百科事典 - グローバル ディフェンス構想"
str_tbl_ldl_Great_Library_House_of_Freezing	"百科事典 - 冷凍倉庫"
str_tbl_ldl_Great_Library_Infector	"百科事典 - BC戦部隊"
str_tbl_ldl_Great_Library_Lawyer	"百科事典 - 弁護士"
str_tbl_ldl_Great_Library_Life_Extension	"百科事典 - 延命技術"
str_tbl_ldl_Great_Library_Multinationalism	"百科事典 - 多国間協調主義"
str_tbl_ldl_Great_Library_Personal_Encryption	"百科事典 - 個人的な暗号化"
str_tbl_ldl_Great_Library_Printing_Press	"百科事典 - 印刷機"
str_tbl_ldl_Great_Library_Screen	"[百科事典]画面"
str_tbl_ldl_Great_Library_Subneural_Ads	"百科事典 - サブニューラル広告"
str_tbl_ldl_Great_Library_Technocracy	"百科事典 - テクノクラシー"
str_tbl_ldl_Great_Library_Televangelist	"百科事典 - テレビ伝導師"
str_tbl_ldl_Great_Library_Television	"百科事典 - テレビ"
str_tbl_ldl_Great_Library_Theocracy	"百科事典 - 神権政治"
str_tbl_ldl_Great_Library_Virtual_Democracy	"百科事典 - サイバー民主主義"
str_tbl_ldl_Great_Library_Wilderness_Preservation	"百科事典 - 自然保護区"
str_tbl_ldl_hrs	"時間"
str_tbl_ldl_InciteRevolutionButton	"[革命扇動]ボタン"
str_tbl_ldl_HearGossipButton	"[噂を聞く]ボタン"
str_tbl_ldl_GroupButton	"[グループ化]ボタン"
str_tbl_ldl_InfectCityButton	"[細菌攻撃]ボタン"
str_tbl_ldl_Hard	"困難"
str_tbl_ldl_Hardest	"最も困難"
str_tbl_ldl_Investigate_Readiness	"臨戦態勢の調査"
str_tbl_ldl_Kings_Quest_Peachy	"王たちは果実を求める"
str_tbl_ldl_Knowledge_Status	"知識の状態"
str_tbl_ldl_Leisure_Suit_Larrys_Home	"レジャー スーツ ラリーの家"
str_tbl_ldl_GIFT_CITY	"都市の委譲"
str_tbl_ldl_LaunchButton	"[起動]ボタン"
str_tbl_ldl_MoveButton	"[移動]ボタン"
str_tbl_ldl_NextPageButton	"[次のページ]ボタン"
str_tbl_ldl_No_workers_left_to_place	"配置すべき労働者が残っていません！"
str_tbl_ldl_upba0515_tga	"upba0515.tga"
str_tbl_ldl_upba0516_tga	"upba0516.tga"
str_tbl_ldl_upba0517_tga	"upba0517.tga"
str_tbl_ldl_upba0518_tga	"upba0518.tga"
str_tbl_ldl_upba0519_tga	"upba0519.tga"
str_tbl_ldl_upba0520_tga	"upba0520.tga"
str_tbl_ldl_upba0521_tga	"upba0521.tga"
str_tbl_ldl_upba0522_tga	"upba0522.tga"
str_tbl_ldl_upba0506_tga	"upba0506.tga"
str_tbl_ldl_upba0513_tga	"upba0513.tga"
str_tbl_ldl_No_Danger_Here	"ここは安全です｡"
str_tbl_ldl_No_Wrap	"地図端の接続なし"
str_tbl_ldl_None	"なし"
str_tbl_ldl_Not_Too_Bad	"少し危険"
str_tbl_ldl_Nullify_Walls	"城壁の取り壊し"
str_tbl_ldl_ParadropButton	"[空中投下]ボタン"
str_tbl_ldl_PatrolButton	"[警戒]ボタン"
str_tbl_ldl_PBEM_Games	"PBEMゲーム"
str_tbl_ldl_PBEM_Saves	"PBEMセーブ"
str_tbl_ldl_ReadButton	"[読み取り]ボタン"
str_tbl_ldl_ReformCityButton	"[都市の宗教改革]ボタン"
str_tbl_ldl_ReMap_Keyboard	"キー操作一覧"
str_tbl_ldl_PillageButton	"[略奪]ボタン"
str_tbl_ldl_PiracyButton	"[海賊行為]ボタン"
str_tbl_ldl_PlantNanoVirusButton	"[ナノ ウィルス攻撃]"
str_tbl_ldl_PlantNukeButton	"[核兵器設置]ボタン"
str_tbl_ldl_Play_Options	"プレイ オプション"
str_tbl_ldl_Pretty_Safe	"かなり安全"
str_tbl_ldl_Risky	"危険"
str_tbl_ldl_Roman	"ローマ"
str_tbl_ldl_Rustle	"盗む"
str_tbl_ldl_RustleButton	"[盗む]ボタン"
str_tbl_ldl_Sabotage_Building	"[生産の妨害]ボタン"
str_tbl_ldl_Sale_Value_COLON_	"販売価格:"
str_tbl_ldl_SAVE_MP_GAME	"マルチプレイヤーゲームのセーブ"
str_tbl_ldl_SAVE_PBEM_GAME	"PBEMゲームのセーブ"
str_tbl_ldl_Save_then_Load	"セーブ後にロードする"
str_tbl_ldl_Save_then_Quit	"セーブ後に終了する"
str_tbl_ldl_Save_then_Restart	"セーブ後に再スタートする"
str_tbl_ldl_SellIndulgencesButton	"[免罪符の販売]ボタン"
str_tbl_ldl_SpyButton	"[スパイ]ボタン"
str_tbl_ldl_SoothsayButton	"[予言]ボタン"
str_tbl_ldl_SettleButton	"[都市建設]ボタン"
str_tbl_ldl_StealDiscoveryButton	"[進歩の強奪]ボタン"
str_tbl_ldl_ThrowPartyButton	"[園遊会の開催]ボタン"
str_tbl_ldl_SleepButton	"[警戒]ボタン"
str_tbl_ldl_SueButton	"[起訴]ボタン"
str_tbl_ldl_STRING_TABLE_TEST	"STRING_TABLE_TEST"
str_ldl_Active_Abilities	"アクティブな能力"
str_ldl_Add_Tab	"[追加]タブ"
str_ldl_ATT	"ATT"
str_ldl_G	"品"
str_ldl_GW	"GW"
str_ldl_HP	"HP"
str_ldl_HYPHEN	"-"
str_ldl_ICQ_COLON	"ﾒｯｾｰｼﾞﾝｸﾞ ｻｰﾋﾞｽ ID番号:"
str_ldl_MAP_CONTROLS	"マップ コントロール"
str_ldl_Musician	"ミュージシャン"
str_ldl_Musicians	"複数のミュージシャン"
str_ldl_OPEN_BRACKET	"<"
str_ldl_This_is_a_City	"これは都市です｡"
str_tbl_ldl_Set_Waypoint	"中継点の設定"
str_tbl_ldl_UngroupButton	"[グループ解除]ボタン"
str_tbl_ldl_What_the_	"の物"
str_tbl_ldl_Very_Risky	"非常に危険"
str_tbl_ldl_upd002_tga	"upd002.tga"
str_tbl_ldl_upd003_tga	"upd003.tga"
str_tbl_ldl_upd004_tga	"upd004.tga"

# stuff for 640 version
str_tbl_ldl_upbb0515_tga	"upbb0515.tga"
str_tbl_ldl_upbb0516_tga	"upbb0516.tga"
str_tbl_ldl_upbb0517_tga	"upbb0517.tga"
str_tbl_ldl_upbb0518_tga	"upbb0518.tga"
str_tbl_ldl_upbb0519_tga	"upbb0519.tga"
str_tbl_ldl_upbb0520_tga	"upbb0520.tga"
str_tbl_ldl_upbb0521_tga	"upbb0521.tga"
str_tbl_ldl_upbb0522_tga	"upbb0522.tga"
str_tbl_ldl_upbb0506_tga	"upbb0506.tga"
str_tbl_ldl_upbb0513_tga	"upbb0513.tga"

str_tbl_ldl_Music_Track_1	"A Fortiori"
str_tbl_ldl_Music_Track_2	"Pacari Tampu"
str_tbl_ldl_Music_Track_3	"Amaethon"
str_tbl_ldl_Music_Track_4	"A'tugewinu"
str_tbl_ldl_Music_Track_5	"Summum Bonum"
str_tbl_ldl_Music_Track_6	"Casus Belli"
str_tbl_ldl_Music_Track_7	"Ankh Djet"
str_tbl_ldl_Music_Track_8	"Shaolin San"
str_tbl_ldl_Music_Track_9	"Quiet Outback"
str_tbl_ldl_Music_Track_10	"Kali Dance"


###文法と説明文###
#GRAMMAR_MALE_LOSER_RANK_1     "貧しき者"
#GRAMMAR_FEMALE_LOSER_RANK_1   "貧しき者"
#GRAMMAR_MALE_LOSER_RANK_2     "野蛮な心を持つ者"
#GRAMMAR_FEMALE_LOSER_RANK_2   "野蛮な心を持つ者"
#GRAMMAR_MALE_LOSER_RANK_3     "知性の足りない者"
#GRAMMAR_FEMALE_LOSER_RANK_3   "知性の足りない者"
#GRAMMAR_MALE_LOSER_RANK_4     "みじめな者"
#GRAMMAR_FEMALE_LOSER_RANK_4   "みじめな者"
#GRAMMAR_MALE_LOSER_RANK_5     "意気地なし"
#GRAMMAR_FEMALE_LOSER_RANK_5   "意気地なし"
#GRAMMAR_MALE_LOSER_RANK_6     "無用心な者"
#GRAMMAR_FEMALE_LOSER_RANK_6   "無用心な者"

#GRAMMAR_MALE_WINNER_RANK_1    "情熱のある者"
#GRAMMAR_FEMALE_WINNER_RANK_1  "情熱のある者"
#GRAMMAR_MALE_WINNER_RANK_2    "賢き者"
#GRAMMAR_FEMALE_WINNER_RANK_2  "賢き者"
#GRAMMAR_MALE_WINNER_RANK_3    "勇ましき者"
#GRAMMAR_FEMALE_WINNER_RANK_3  "勇ましき者"
#GRAMMAR_MALE_WINNER_RANK_4    "王にふさわしき者"
#GRAMMAR_FEMALE_WINNER_RANK_4  "王にふさわしき者"
#GRAMMAR_MALE_WINNER_RANK_5    "不屈の魂をもつ者"
#GRAMMAR_FEMALE_WINNER_RANK_5  "不屈の魂をもつ者"
#GRAMMAR_MALE_WINNER_RANK_6    "全能の王者"
#GRAMMAR_FEMALE_WINNER_RANK_6  "全能の王者"

PLAYER_DESCRIPTION_LOSER_RANK_1 "{player[0].leader_name}"
PLAYER_DESCRIPTION_LOSER_RANK_2 "{player[0].leader_name}"
PLAYER_DESCRIPTION_LOSER_RANK_3 "{player[0].leader_name}"
PLAYER_DESCRIPTION_LOSER_RANK_4 "{player[0].leader_name}"
PLAYER_DESCRIPTION_LOSER_RANK_5 "{player[0].leader_name}"
PLAYER_DESCRIPTION_LOSER_RANK_6 "{player[0].leader_name}"

PLAYER_DESCRIPTION_WINNER_RANK_1 "{player[0].leader_name}"
PLAYER_DESCRIPTION_WINNER_RANK_2 "{player[0].leader_name}"
PLAYER_DESCRIPTION_WINNER_RANK_3 "{player[0].leader_name}"
PLAYER_DESCRIPTION_WINNER_RANK_4 "{player[0].leader_name}"
PLAYER_DESCRIPTION_WINNER_RANK_5 "{player[0].leader_name}"
PLAYER_DESCRIPTION_WINNER_RANK_6 "{player[0].leader_name}"

str_tbl_ldl_upba0504_tga	"upba0504.tga"
str_tbl_ldl_upba0511_tga	"upba0511.tga"
str_tbl_ldl_upba0507_tga	"upba0507.tga"
str_tbl_ldl_upba0514_tga	"upba0514.tga"
str_tbl_ldl_upba0526_tga	"upba0526.tga"
str_tbl_ldl_upba0527_tga	"upba0527.tga"

str_tbl_ldl_upbb0504_tga	"upbb0504.tga"
str_tbl_ldl_upbb0511_tga	"upbb0511.tga"
str_tbl_ldl_upbb0507_tga	"upbb0507.tga"
str_tbl_ldl_upbb0514_tga	"upbb0514.tga"
str_tbl_ldl_upbb0526_tga	"upbb0526.tga"
str_tbl_ldl_upbb0527_tga	"upbb0527.tga"

#
# グラフィックス画面に次の2つを追加しました｡SAM､99/03/01｡
# 済みませんでした｡
#
str_ldl_Unit_Animation_Off	"ユニット アニメーションのOFF"
str_ldl_Unit_Animation_On	"ユニット アニメーションのON"

#
# [文明]画面に以下を追加しました｡CJI､99/02/10｡
#
str_ldl_now_researching	"現在研究中:"
str_ldl_discovery_in	"発見国:"

str_ldl_SCEN_LOAD "OK"
str_ldl_SCEN_SAVE "セーブ"
str_ldl_SCEN_NEW_PACK "新規..."

str_ldl_PackDesc "説明"
str_ldl_PackName "名前:"
str_ldl_PackDir  "ディレクトリ:"

str_ldl_AddPlayer "プレイヤーの追加"
str_ldl_RemovePlayer "プレイヤーの削除"

str_ldl_ScenModeFull "ﾌﾙｹﾞｰﾑ"
str_ldl_ScenModePlayerNoCiv "ﾌﾟﾚｲﾔｰ単位"
str_ldl_ScenModePlayerWithCiv "ﾌﾟﾚｲﾔｰ/国"
str_ldl_ScenModeJustCivs "国家単位"
str_ldl_ScenMode " ﾓｰﾄﾞ:"

#
# Spriteエディター関連
#
str_SprEd_Load					"  ロード"
str_SprEd_Save					"  セーブ"
str_SprEd_Move "  移動"
str_SprEd_Attack "  攻撃"
str_SprEd_Idle "  未指定"
str_SprEd_Victory "  勝利"
str_SprEd_Work "  労働"
str_SprEd_StepPlus " ステップ +"
str_SprEd_StepMinus " ステップ -"
str_SprEd_PlayOnce " 1度プレイ"
str_SprEd_Loop " ループ"
str_SprEd_FacingPlus " 階級 +"
str_SprEd_FacingMinus " 階級 -"

# MDS 091300
#シナリオ エディター ボタンに追加
#
str_tbl_ldl_XWrap		"X方向の地図端を接続"
str_tbl_ldl_YWrap		"Y方向の地図端を接続"
str_tbl_ldl_Cut			"選択したエリアの切り取り"
str_tbl_ldl_Copy		"選択したエリアのコピー"
str_tbl_ldl_Paste		"エリアの貼り付け"
str_tbl_ldl_SmallBrush	"小型のブラシ"
str_tbl_ldl_MedBrush	"中型のブラシ"
str_tbl_ldl_LargeBrush	"大型のブラシ"
str_tbl_ldl_SaveClip	"クリップのセーブ"
str_tbl_ldl_LoadClip	"クリップのロード"
str_tbl_ldl_Explore		"探検済み部分のマップ設定"
str_tbl_ldl_Unexplore	"探検未了部分の地図設定"
str_tbl_ldl_Fog			"戦場の霧の切り替え"




################################
# #                          # #
# ##                        ## #
# ######add_str.txtから追加### ####
# ##  by Jonathan           ## #
# #   00/09/05                # #
################################

## 新規のキーマップ ストリング
str_tbl_ldl_Toggle_City_Names 		"都市名の切り替え"

## Graphics Options
str_ldl_City_Names_Off			"都市名OFF"
str_ldl_City_Names_On			"都市名ON"

str_ldl_Unit_Speed			"ユニットの速度:"

## ゲームプレイ オプション
str_ldl_Show_All_Battles_Off		"全戦闘の表示のOFF"
str_ldl_Show_All_Battles_On		"全戦闘の表示のON"
str_ldl_Mouse_Speed			"マウスの速度:"
str_ldl_Autosave_Off			"自動セーブのOFF"
str_ldl_Autosave_On			"自動セーブのON"
str_ldl_Left_Handed_Mouse_Off		"右きき用マウス"
str_ldl_Left_Handed_Mouse_On		"左きき用マウス"

# 「A」は[外交]画面の同盟を表します｡
str_ldl_Alliance			"A"

# 地形パッド用
str_ldl_Clear_Map			"マップのクリア"

# [開始位置]パッド ストリング
str_ldl_Start_Loc			"開始位置です｡"

str_ldl_Start_Loc_Title			"開始位置エディター"
str_ldl_Start_Loc_Mode_Text		"開始位置モード:"
str_ldl_Start_Loc_Mode_None		"開始位置なし"
str_ldl_Start_Loc_Mode_Player		"プレイヤーごとの開始位置"
str_ldl_Start_Loc_Mode_Civ		"帝国ごとの開始位置"
str_ldl_Start_Loc_Civ_Text		"帝国:"
str_ldl_Start_Loc_Player_Text		"プレイヤー:"
str_ldl_Player_Civ_Name_Text		"帝国/プレイヤーの名前"
str_ldl_Start_Loc_None			"未使用"
str_ldl_Start_Loc_Delete		"開始位置の削除"
str_ldl_Civs_Unlocked			"ロック解除した国々"
str_ldl_Civs_Locked			"ロックした国々"
str_ldl_Player_Text			"プレイヤー"

# [権利放棄]ウィンドウ用
str_ldl_Disclaimer			"権利放棄"
str_ldl_I_Agree				"合意します｡"
str_ldl_I_Disagree			"拒否します｡"

#Netshellのストリング
str_ldl_No_Scenario 			"シナリオが見つかりません｡"

# 都市の命名
str_ldl_Name_City_Title			"都市名"
str_ldl_Name_City_Message		"この都市に名前を付けたいですか？"

str_ldl_SP_SCENARIO_PICKER		"シナリオの選択"
str_ldl_SP_STANDARD_GAME		"標準的なゲーム"
str_ldl_SP_SCENARIO_STATIC_TEXT		"シナリオ:"
str_ldl_SCENARIO_PICKER_TITLE		"シナリオの選択"
str_ldl_PACK_INSTRUCTIONS		"Activision及びマイピックは､プログラム ユーティリティ本体､またはこれで作成した新しいゲーム素材に対して技術サポートを提供しておりません｡"
str_ldl_AVAILABLE_SCEN_PACK		"利用可能なシナリオ パック"
#str_ldl_PACK_INSTRUCTIONS		"Please select the Scenario Pack that you'd like to use:"
str_ldl_SCEN_INSTRUCTIONS		"プレイしたいシナリオを選択して､[OK]をクリックします｡"
str_ldl_LOAD_SCENARIO_GAME		"シナリオ ゲームのロード"
str_ldl_SAVE_SCENARIO			"シナリオのセーブ"
str_ldl_SAVE_SCENARIO_AS		"シナリオとしてセーブ"

str_ERR_CANT_LOCATE_SCEN		"セーブしたこのゲームを作成したシナリオが見つかりません｡検索:"
str_NAME_SCENARIO			"シナリオの命名"
str_DEFAULT_SCENARIO_NAME		"パワー シナリオのカスタム コール"
str_NAME_SCENARIO_MESSAGE		"このシナリオに名前を入力してください｡シナリオは､固有の名前で識別するため､名前の重複は許されていません｡"

ldl_str_EMAIL_LIST_TITLE		"電子メール ゲームの設定"
ldl_str_HOTSEAT_LIST_TITLE		"ホットシート ゲームの設定"

str_ldl_Player_Type 			"タイプ"
str_ldl_Email_Address 			"電子メール"
str_ldl_Player_Name 			"名前"

str_ldl_HOTSEAT 			"ホットシート ゲーム"
str_ldl_EMAIL 				"電子メール ゲーム"

str_tbl_ldl_Toggle_Trade_Routes 	"貿易ルートの表示/非表示"
str_tbl_ldl_Execute_Eyepoint 		"視点"

str_ldl_Segment 			"セグメント"
str_ldl_Source 				"ソース"
str_ldl_Continue 			"続行"

str_ldl_Expression 			"式"
str_ldl_New 				"新規"
str_ldl_Clear 				"クリア"

str_ldl_B 				"B"
str_ldl_Watch 				"監視"

str_ldl_Step 				"ステップ"
str_ldl_StepInto 			"ステップ情報"

str_ldl_Set_Conditional 		"条件の設定"
str_ldl_Set_Conditional_Message 	"この式が真である場合は分岐"

str_ldl_CITY_MANAGER 			"都市管理"
str_ldl_TILE_IMPROVEMENTS 		"地形改善"
str_ldl_City_Manager_Title		"都市管理"

#都市ウィンドウのストリング

str_ldl_CityHack_H 			"H"
str_ldl_CityHack_HVal 			"幸福度"
str_ldl_CityHack_G 			"G"
str_ldl_CityHack_GVal 			"ゴールド"
str_ldl_CityHack_F 			"F"
str_ldl_CityHack_FVal 			"食料"
str_ldl_CityHack_P 			"P"
str_ldl_CityHack_PVal 			"生産力"
str_ldl_CityHack_S 			"S"
str_ldl_CityHack_SVal 			"科学"

str_ldl_Entertainers 			"ｴﾝﾀｰﾃｲﾅｰ"
str_ldl_Farmers 			"農民"
str_ldl_Laborers 			"作業員"
str_ldl_Merchants 			"商人"
str_ldl_Scientists 			"科学者"
str_ldl_0 				"0"

str_ldl_ShowResourceMap 		"資源マップの表示"
str_ldl_ShowWorkers 			"労働者の表示"

str_ldl_percent 			"％"

str_ldl_Priority 			"最優先:"

str_ldl_GovernorOn 			"市長: ON"
str_ldl_GovernorOff 			"市長: OFF"

str_ldl_CityHack_C 			"C"
str_ldl_CityHack_M 			"M"
str_ldl_CityHack_A 			"A"

str_ldl_ShowInventory 			"建物一覧の表示"
str_ldl_ShowQueue     			"待ち列の表示"

str_ldl_EditQueue 			"生産"
str_ldl_HideQueue 			"待ち列の非表示"

str_ldl_Costs 				"コスト"
str_ldl_Gives 				"供与"
str_ldl_YouHave 			"保有量"

str_ldl_RushBuy 			"緊急購入"
str_ldl_Sell 				"売却"

str_ldl_Population 			"人口:"
str_ldl_Growth 				"人口増加率:"
str_ldl_CityList 			"都市のリスト"

str_ldl_ConversionLoss			"Conversion Loss"
str_ldl_FranchiseLoss			"Franchise Loss"

str_ldl_GrowthTurns			"Growth Turns"

str_ldl_DipProposalsReceived 		"受信した提案"
str_ldl_DipProposalsMade     		"送信した提案"

str_ldl_DipRespond 			"選択した提案への返答"
str_ldl_DipShowHistory 			"歴史の表示"
str_ldl_DipWithdraw 			"撤退"
str_ldl_DipCounter 			"代替案"
str_ldl_DipReject 			"拒否"
str_ldl_DipAccept 			"受け入れ"
str_ldl_DipCreate 			"新提案の作成"
str_ldl_DipClose 			"閉じる"

str_ldl_DipTitleCreateNewProposal 	"新提案の作成"
str_ldl_DipTitleCreateCounterProposal 	"代替案の作成"
str_ldl_DipSelectCiv 			"1) 帝国の選択"
str_ldl_DipSelectTone 			"2) 口調の選択"
str_ldl_DipRequest 			"3a) 要求"
str_ldl_DipTreaty 			"3b) 条約"
str_ldl_DipGift 			"3c) 贈り物"
str_ldl_DipExRequest 			"4a) 要求"
str_ldl_DipExTreaty 			"4b) 条約"
str_ldl_DipExGift 			"4c) 贈り物"
str_ldl_DipExchange 			"交換"
str_ldl_DipTo 				"相手国:"
str_ldl_DipProposal 			"提案:"
str_ldl_DipAnd 				"追記:"
str_ldl_DipClearForm 			"入力フォームのクリア"
str_ldl_DipSendProposal 		"提案の送信"
str_ldl_DipSendCounterProposal 		"代替案の送信"
